Unnamed: 0,category,string
1376,sport,james mcilroy stormed second international victory less claiming mens 800m teag indoor meeting erfurt northern ireland runner set personal minute 4668 seconds enough qualify european indoor championships qualified thats matters 28yearold mcilroy hoping gain late entry sundays international indoor meeting leipzig northern irishman hoping manager ricky simms swing compete initially withdrew contracting cold successive wins past fortnight mcilroy brimming confidence ive waiting years happen certain career turned corner friday mcilroy delivered impressive run suffering bad cold aaa indoor outdoor champion accelerated away field final 300m beating german wolfram mulle 090 seconds mcilroy set worldleading mark 1000m sparkassen cup stuttgart weekend erfurt makes fastest 800m world
1377,sport,paula radcliffe compete flora london marathon deciding schedule 31yearold won race 2002 marathon debut defended title 12 months later seek title 17 april race doesnt better 25th anniversary race director david bedford announcing greatest mens field ever greatest womens distance runner ever years ago radcliffe smashed womens world record hours 18 minutes 15 seconds bedford star returned london 12 months later lowering mixedrace world record 21718 set chicago october minute 53 secs radcliffes career setback failed complete olympic marathon later dropped athens 10000m august 31yearold bounced win york marathon november radcliffe however passed chance city marathon grand slam wins chicago london york boston marathon remains conquered takes place day london boston definitely race point london special radcliffe pick races thinking things pressure pick ones heart love atmosphere crowds course always quality race 25th anniversary adds occasion
1379,sport,mark lewisfrancis says olympic success determined bag world championship 100m gold 22yearold pipped maurice greene leg 4x100m relay athens top honours team gb individually birchfield harrier yet build world junior championship win years ago gold medal athens realise top level again happen why lewisfrancis decided events feature buildup worlds exception confirmed participation norwich union grand prix birmingham 18 february member britains victorious mens relay team jason gardener 60m bit early predictions helsinki eyes open world
1380,sport,kelly holmes chosen both 800m 1500m months european indoor championships yet confirming availability doubleolympic champion undecided whether compete european indoors madrid uk athletics chief max jones believes likely holmes race worth punt isnt shes gone training shes confident pick distance programme does permit both holmes does place gb side indicated 1500m favoured distance championship rules does decide until 24 hours event begins madrid 4 march jones pleased run birmingham weekends grand prix am inclined think compete depend training goes close top form admitted holmes presence boost rest norwich union gb team team member meanwhile surprises rest britain team announced tuesday defending 60m champion jason gardener included chasing successive gold medal joined event mark lewisfrancis runnerup behind years ago vienna boy darren chin kelly sotherton invited championship organisers compete carolina kluft pentathlon sotherton finished olympic heptathlon athens swede gold 16 newcomers level competition gbs 46strong team championships attended jones retires succeeded dave collins jones olympic games overwhelming target uka therefore beneficial start fouryear cycle notsopressurised major games european indoor championships always provide chance young inexperienced name themselves current indoor season produced exciting talent madrid small step long journey beijing 2008 olympics emerging athletes important step 60m d chin belgrave harriers j gardener wessex bath m lewisfrancis birchfield harriers t abeyie woodford green essex ladies c lambert belgrave harriers d garland channel islands ac j mcilroy windsor slough eton hounslow ac jimmy watkins cardiff aac ed jackson aldershot farnham district n speaight belgrave harriers j thie cardiff aac baddeley harrow ac m farah windsor slough eton hounslow ac j mayock barnsley ac d greaves newham essex beagles scott shaftesbury barnet harriers turner notts ac b challenger belgrave harriers pole vault n buckfield crawley ac n morgan birchfield harriers c tomlinson newham essex beagles l achike shaftesbury barnet harriers n douglas oxford city ac p idowu belgrave harriers d cossins birchfield harriers r davenport gloucester ac d garland channel islands ac r preddy gloucester ac g warburton cardiff aac k endacott city plymouth ac j kwakye woodford green essex ladies j maduaka woodford green essex ladies k wall basildon ac k holmes ealing southall middlesex ac h clitheroe preston harriers k holmes ealing southall middlesex ac j pavey exeter harriers d allahgreen trafford ac s claxton belgrave harriers j crane sale harriers manchester s jones trafford ac j whitlock trafford ac j johnson herne hill harriers k sotherton birchfield harriers d fraser croydon harriers l mcconnell shaftesbury barnet harriers c murphy woodford green essex ladies m purkiss southampton ac
1381,sport,double olympic champion kelly holmes comfortably won 1000m norwich union birmingham indoor grand prix 34yearold running second competitive race season shook rust win minutes 3539 seconds undecided competing european championships madrid 46 march ill probably entered mind minute training hasnt gone expected ive weeks decide need sure feel doing felt here crowd behind feel anything american eventual winner mens 60m race almost ended farce athletes disqualified false starting britains mark lewisfrancis man guilty coming blocks quickly world 100m champion kim collins clinched second spot ahead world 60m record holder scotts training partner maurice greene jason gardeners unbeaten run end fifth need improve defend european title madrid cant win gardener afterwards disappointed capable doing better russian recordbreaking form pole vault national indoor arena olympic champion set world mark 488m break own record set days ago beat russian rival svetlana feofanova isinbayevas 11th world record indoors july happy break 5m barrier soon 22yearold bbc sport jamaicas stormed personal 713 seconds claim womens 60m sprint belgian kim gevaert favourites months european title second american muna lee disappointment british pair jeanette kwakye joice maduaka finished seventh eighth respectively jamaican stretched unbeaten record 25 races effortlessly claimed 200m olympic champion set indoor personal 2238 seconds fastest world season fought fellow briton tim abeyie mens 200m personal 2088 continued outstanding start season beating strong international field included twotime olympic 100m hurdles bronze medallist melissa morrison claim womens 60m hurdles 25yearold briton clocked 798 seconds preeuropean championships favourite russian irina shevchenko finished sixth ethiopias failed bid smash compatriot berhane aderes world 3000m record won event emphatic style olympic 5000m champion inside record pace dropped final finishing eight minutes 3305 seconds fourth fastest ever recorded event britains jo pavey bravely decided defar strode away field second seasons 84143 kenyan missed indoor 1500m world record hicham el guerrouj held eight years lagat settled silver behind el guerrouj athens almost seconds short moroccans world clocking 33527 birmingham struggling find form death fiancee olympic 10000m champion comfortably led mens mile race younger brother tariku set pace fellow ethiopian appeared ominously bekeles shoulder laps surging past bell win 81428 jamaican blistering start mens 400m title 4591 seconds world indoor champion alleyne francique faded badly finished fourth american duo jerry harris james davis second respectively swede showed class long jump stole top spot jade johnson jump competition olympic heptathlon gold medallist reached 666m better johnsons mark 652m second personal inside quite surprised didnt think id end second place johnson wore londons 2012 olympic bid slogan bid shorts pleased hopefully ill bit better europeans win medal won mens event seasons 795m taking scalp world indoor champion savante stringfellow usa
1382,sport,yelena isinbayeva produced world pole vault record achievement hide fact meet ever seen birmingham hey meets without russian breaking world record apparently isinbayeva cleared metres training love misery rather extending indoor record centimetre athletics pushing barriers 5m competition mind every breaks record gets 30000 afford deliberate world records aside thought encouraging evenings work kelly holmes looked positive agnes samaria second shape worlds top 800m runners season yes samaria let kelly away coming 200m kelly dominated race beating samaria bit benchmark kelly gut feeling kelly run european indoor championships hasnt convinced herself fit enough hand think jason gardener struggling near required win mens 60m madrid started final stay frontrunners jason lot experience indoors reason struggling maintain pace through finish nice mark lewisfrancis done final hadnt himself disqualified blatantly playing falsestart game advantage tripped look bit silly view youre meant gun goes try unsettle your rivals employing falsestart tactic remember false start yourself again having mark looking better shape havent seen anything mark jason yet suggests frances ronald pognon run 645 seconds threat europeans british point view sarah claxtons victory 60m hurdles thing meet something else probably went unnoticed melanie purkiss winning womens national 400m race personal 5298 seconds aaas champion kim wall second lifetime strong 4x400m squad european championships scotlands lee mcconnell probably run real prospect medal international perspective thought meseret defar disappointing 3000m think pacemaking canadian heather hennigar set fast early pace maintain jo pavey years shape given defar real run money hang expecting bit bernard lagat mens 1500m usa sharp think shape kenenisa bekele beaten markos geneti half expectations bekele struggling season hot national indoor arena felt uncomfortable commentary box think conditions affected distance runners fact defar complained coach race breath properly
1383,sport,long jumper chris tomlinson cut schedule ensure fully fit european indoor championships 23yearold minor injury pulled international meets madrid lievin warmweather training lanzarote nothing serious coach peter stanley strained muscle abdomen birmingham meeting full training sprinter mark lewisfrancis compete madrid thursday birmingham athlete clocked seasons 661 seconds 60m birmingham prefers focus attentions months european indoor championships lewisfrancis runnerup british teammate jason gardener europeans years ago continue training home meanwhile tomlinson searching major medal season shown sort form grab spot podium madrid middlesbrough athlete jumped seasons 795m birmingham grand prix enough push world indoor champion savante stringfellow second
1384,sport,official duties role ambassador londons 2012 olympic bid managed marathon training sporting capitals bid team think mad taking part london marathon bid chairman lord coe admitted never dream running marathon though olympic middledistance runner kelly holmes former hurdler alan pascoe former sprinter frankie fredericks ioc member wanted why anyone run far youd thought these athletes running lives wouldnt think bad person positive intentions tanni grey thompson won london marathon wheelchair race times though busy entertaining international olympic committees ioc evaluation commission actually found running schedule easier follow home distracted sorts things days london pressurised situation found easy relax running wednesday presentations ioc team finish until early evening managed squeeze 45minute run early start thursday visit olympic sites london pretty shattering hotel treadmill friday evening went along special dinner buckingham palace nice occasion never feel guilty eating especially exercising rest day didnt feel bad missing training either anyway managed quick run saturday ahead final ioc presentations heading home daughters birthday london runs treadmill isnt exercising outdoors iocs technical staff australia ran alongside day talked sydney olympics past quickly find quite comfortable running gym cushioning youre gearing running road need your body jarring feeling your feet hit pavement road long run sunday id bit concerned wouldnt able complete coped though bitterly cold 15andahalf miles 11 steve donate proceeds london marathon efforts victims tsunamisteve writing regular column ups downs marathon training bbc sport websitehe raising money through steve redgrave trust supports association childrens hospices children leukaemia charity trusts own project aims provide innercity schools rowing equipment
1385,sport,jade johnson undecided whether contest months european indoor championships madrid winning aaas long jump title saturday 24yearold delivered personal 650m win european trials wait until final jump failures am medal johnson am jumping competition ill conversation coach johnson finished seventh years olympic games competed indoors 2000 commonwealth european silver medallist believes lack experience early part season knocked confidence stress johnson am feeling early am training doing kind thing goes johnson competes highclass birmingham grand prix 18 february
1386,sport,jo pavey miss januarys view edinburgh international cross country focus preparing european indoor championships march 31yearold behind hayley yelling justyna bak weeks european cross country championships prefers race track winning bronze wary injuries must concentrate indoor season previous injuries run hills training pavey fifth 5000m athens olympics helped british cross country team win team silver medal heringsdorf likely start 3000m season race either boston stuttgart end january
1387,sport,britains jason gardener enjoyed double 60m success glasgow competitive outing won 100m relay gold athens olympics gardener cruised home ahead scot nick smith win invitational race norwich union international recovered poor start second race beat swede daniel persson italys luca verdecchia times 661 662 seconds short american maurice greenes 60m world record 639secs 1998 hard record break believe ive trained world indoor champion hopes closer mark season important sure maximum points race olympic final lot expectation needed sharpen race fitness excited couple months double olympic champion marked appearance home soil winning 1500m 800m gold athens victory success britain edged russias olga fedorova swedens jenny kallur win womens 60m race 723secs maduaka unable repeat feat 200m finishing fourth win russia 31yearold missed podium place 4x200m relay british quartet fourth russia setting world indoor record setback jade johnson suffered recurrence injury long jump russia won meeting final total 63 points britain second 48 france point behind led russia producing major shock high jump beat olympic champion stefan holm second place end swedes 22event unbeaten record won triple jump leap 1687m britains tosin oke fourth 1580m won mens pole vault competition clearance 565m britains nick buckfield 51cm adrift personal won womens 800m britains jenny meadows yet russian victory womens 400m finished clear britains catherine murphy chris lambert settle fourth fading closing stages mens 200m race swedens held leslie djhone france frances won mens 400m brett rund fourth britain victory sweden womens 60m hurdles ahead russias irina shevchenko britains sarah claxton set personal italy grabbed victory mens 1500m kicked 200 metres hold britains james thie frances alexis abraham botched changeover 4x200m relay cost britains men chance add further points france claimed victory
1388,sport,world 5000m champion eliud kipchoge won 92km race view edinburgh cross country kenyan second newcastle hosted race front outset ethiopian duo gebre gebremariam dejene berhanu lastgasp efforts overtake kipchoge responded burst speed clinched victory gavin thompson briton 12th place nick mccormick held british rivals win 4km race morpeth harrier led end lap ended mike skinner andrew baddeleys hopes surge lasp lap training gone wasnt worried opposition asi knew shape mccormick hopes earn 1500m place british team world championships helsinki womens race ethiopias tirunesh dibaba won battle world cross country champion benita johnson retain title australian johnson shocked african rivals brussels march looked course win 62km race world 5000m champion dibaba telling strike finishing line final 20 metres britons kathy butler hayley yelling contention early
1389,sport,european crosscountry champion hayley yelling completed hattrick wins reebok cardiff cross challenge bute park sunday afternoon parttime maths teacher beat irish international jolene byrne 40 metres sixkilometre race britain international louise damen finished part contingent representing england peter riley secured bronze gb mens team months european championships won mens 9km race riley representing england moved away kilometres win 25 metres irelands gary murray glynn tromans reigning uk intercountries england crosscountry champion place continues comeback fivemonth injury layoff
1390,sport,britains kathy butler continued impressive victory sundays 25th cross internacional de venta de banos spain scot led gb world cross country bronze earlier moved away field ines monteiro halfway 66km race shrugged portuguese rival win 20 minutes 38 seconds meanwhile briton karl keska battled bravely finish seventh mens 106km race 3141 kenenisa bekele ethiopia reigning world long short course champion never troubled opposition winning leisurely 3026 butler success felt throughout race hope beginning marvellous season elsewhere abebe dinkessa ethiopia won brussels iaaf crosscountry race sunday completing 10500m course 3322 gelete burka crowned day ethiopia claiming victory womens race
1391,sport,world antidoping agency wada appeal acquittal kostas kenteris katerina thanou doping charges iaaf does pair cleared charges relating missing dope tests greek athletics federation wada chairman dick pound am convinced iaaf appeal decision support accept federations ruling court arbitration sport kenteriss lawyer gregory ioannidis reacted angrily pounds comments comments these help embarrass sporting governing bodies create hostage situation iaaf strengthen case further bbc sport kenteris 31 thanou 30 charged avoiding drugs tests tel aviv chicago athens failing notify antidoping officials whereabouts olympics withdrew athens games missing drugs test olympic village 12 august independent tribunal ruled duo informed needed attend drugs test athens however former coach christos tzekos banned years tribunal kenteris thanou face trial charges brought separately greek prosecutors missing drugs tests faking motorcycle accident avoid testing athens games
1392,sport,careers sprinters kostas kenteris katerina thanou says boss organisation cleared missing drugs test greek athletics federation boss vassilli sevastis countrys parliament believe kenteris thanou wont race again damage commercial interests done athletics bosses considering reponse ruling athletes face trial greek court greek prosecutors brought spearate charges missing drugs test faking motorcycle accident speaking greek parliament tuesday sevastis evidence sent international olympic committee athletics governing body iaaf strong enough greek association find sprinters guilty given task getting snake hole given evidence greek your hand your heart try athletes athletes technically free compete iaaf reviews response decision clear kenteris thanou sevastis does matter found guilty court arbitration sport current decision reversed
1393,sport,international association athletics federations appeal acquittal greek athletes kostas kenteris katerina thanou highprofile duo cleared doping offences greek athletics federation segas month iaaf lodge appeal court arbitration sport cas suspended both athletes iaaf statement doping review board concluded decision erroneous statement continued both athletes cases refered arbitration cas decision both cases final binding segas iaaf appeal expected understandable await final result cannot prejudge segas chairman vassilis sevastis kenteris won olympic 200m gold 2000 olympics thanou suspended iaaf december failing routine drugs tests athens games however independent tribunal overturned bans clearing sprinters avoiding tests tel aviv chicago athens failing notify antidoping officials whereabouts olympics kenteris lawyer gregory ioannidis described iaafs decision unexpected bbc sport expect organisation action quickly iaafs timing extremely surprising creates concerns questions ioannidis iaaf yet received complete file proceedings include statements testimonies closing speeches defence counsel nine audio tapes evidence world discovered truth kenteris thanou dramatically withdrew summers olympics missing drugs test olympic village 12 august pair spent days hospital claiming injured motorcycle crash international olympic committee demanded iaaf investigate affair thanou kenteris face criminal trial later allegedly avoiding test faking motorcycle accident
1394,sport,sprinters kostas kenteris katerina thanou cleared doping offences independent tribunal duo provisionally suspended iaaf allegedly missing drugs tests eve athens olympics greek athletics federation tribunal overturned bans decision iaaf contest court arbitration sport pairs former coach christos tzekos banned years kenteris 31 thanou 30 charged avoiding drug tests tel aviv chicago athens failing notify antidoping officials whereabouts olympics withdrew olympics missing drugs test olympic village 12 august pair spent days hospital claiming injured motorcycle crash international olympic committees demand iaaf investigate affair led hearing greek tribunal head tribunal kostas panagopoulos proven athletes refused test athens charge cannot substantiated kenteris informed appear doping test goes thanou kenteriss lawyer gregory ioannidis decision means kenteris exonerated highly damaging unfounded charges extremely harmful career consistently maintained innocence substantiated further evidence able submit tribunal following deliberations january evidence shows kenteris never asked submit test international olympic committee possibly guilty deliberately avoiding shows case answer kenteris given opportunity deserves rebuild career full knowledge stain character suffered greatly throughout ordeal exposed both himself family enormous pressures iaaf surprised verdict spokesman nick davies note decision greek authorities interest doping review board consider english version decision
1395,sport,britains kathy butler hayley yelling match benita johnson 51st cross international zornotza amorebieta spain butler yelling finished fourth fifth australian world champion johnson romped fivesecond victory 6km race ahead edith masai masais fellow kenyan alice timbilil finished johnson ran comfortably 3km tried leave others wasnt easy task butler clocked 22 minutes 45 seconds 22secs behind winner ahead yelling month succeeded paula radcliffe european champion johnson star attractions edinburghinternational cross country 15 january
1396,sport,kelly holmes start series races britain holmes track appearance home soil winning double olympic gold januarys norwich union international glasgow run grand prix birmingham february defend indoor aaa 800m title sheffield earlier month am competitive win athlete cant wait track these events opportunity thank british public enormous levels support given moment stepped plane greece glasgow meeting holmes compete 1500m fiveway match sweden france russia italy
1398,sport,allan scott confident winning medal weeks european indoor championships solid debut international circuit 22yearold scot finished fourth 60m hurdles jose m cagigal memorial meeting madrid definitely learning curve certainly havent ruled challenging medal east kilbride athlete race won felipe vivancos equalled spanish record swedens robert kronberg second haitis dudley dorival scott slightly disappointed run final won heat 764secs ran 004secs slower iaaf indoor grand prix circuit final done better felt won poor start felt ran faster vivancos slashed personal equal spanish record 760secs kronberg dorival clocked 762secs 763secs respectively
1399,sport,british athletes preselected compete world cross country championships march impressive starts season hayley yelling jo pavey karl keska adam hickey represent team gb event france yelling clinched womens european cross country title month pavey followed bronze keska helped mens team overall place hickey finished 10th place junior debut winning european cross country title meant yelling preselected worlds means focus preparing possible 32yearold race alongside olympic 5000m finalist pavey womens 8km race 19 march keska successful return longterm injury layoff contests mens 12km race 20 march 16yearold hickey goes junior mens 8km day rest team named trials wollaton park nottingham place 5 march
1401,sport,greek sprinter katerina thanou says eager compete again cleared missing drugs test independent greek tribunal thanou 30 provisionally suspended missing test olympics decision overturned iaaf decide compete again greece abroad thanou vima newspaper interview athens olympics given green light run again thats thing thanou 30 compatriot kostas kenteris provisionally suspended iaaf december missing drugs tests alleged eve opening ceremony athens olympics independent tribunal greek athletics federation overturned provisional ban 18 march iaaf surprised decision greek tribunal deciding whether appeal decision court arbitration sport however dick pound chairman world antidoping authority appeal decision iaaf does thanou kenteris face criminal trial later allegedly avoiding test faking motorcycle accident thanou think accident seemed childish excuse cannot deny lot mistakes always needed pr person athlete stupid illegal substances knows undergo tests given moment am champion cannot risk everything ive achieved silly
1402,sport,jason gardener says mbe honours list underlines achievement britains 4x100m relay squad olympics gardener darren campbell marlon devonish mark lewisfrancis awarded mbes beating prerace favourites usa gold think award reinforces fantastic night recognition inspiring makes success lewisfrancis british sprint quartet produced string faultless baton changes final pressure americans usa stumbled poor switch justin gatlin coby miller 300m stage britain edged ahead final bend cue lewisfrancis ran textbook final leg holding maurice greene bring team gb home 3807 seconds hundredth second ahead rivals winning gold medal highlight athletics career far birchfield harrier award friends family helped level sport gardener worked hard long long carry believed impossible task course award special nothing ever away winning olympic gold medal ever wanted life dreamed doing life fantastic campbell agreed receiving honour capped difficult sprinter think mbe important closest journey newportbased athlete ive stumbled upon gives lot joy satisfaction stuff your country does mean something recognition james clarke chairman london marathon becomes obe
1403,sport,trial date bay area laboratory cooperative balco steroid distribution case postponed judge susan illston pushed preliminary evidentiary hearing due place wednesday until 6 june official trial date set expected begin september balco founder victor conte along james valente coach remy korchemny trainer greg anderson charged distributing steroids athletes andersons clients include barry bonds several baseball stars asked appear congressional inquiry steroid major leagues balco defence team lost appeal case dismissed pretrial hearing san francisco argue case trial hearing june focus admissibility evidence gathered police raids balcos offices andersons home conte anderson arrested point federal agents obtain statements defence expected challenge legality interviews ilston agrees reject evidence raids balco accused united states antidoping agency usada source banned steroid thg modafinil former double world champion kelli white olympic relay star alvin harrison both banned basis materials discovered balco investigation britains former european 100m champion dwain chambers currently serving twoyear ban testing positive thg outofcompetition test american sprinter marion jones filed lawsuit defamation conte following allegations gave performanceenhancing drugs
1404,sport,world 100m champion kim collins says suspended sprinter dwain chambers allowed compete olympics again chambers banned years testing positive anabolic steroid thg suspension runs november collins says british olympic association reverse decision ban olympics life harsh collins radio live reconsider chambers america learning american football ruled return track collins guy never problems friends dwain compete again person though mistake understands given chance once
1405,sport,jamie costin paralysed says himself matteroffact recalls car accident occurred nine days scheduled step olympic stadium athens 50k walk ironic chuckle talks immediate thoughts lorry driving wrong side road ploughed rental car lot pain guessed toes broken says waterford man thinking maybe cortisone injection never felt though muscles ripped pelvis thinking maybe something laser therapy ultra sound hopefully id able race hours jamie knew certainty competing second olympics broken places vertebrae bottom part exploded fierce lucky paralysed id fractured toe brake jamie didnt finally arrive hospital athens until nine half hours accident nine hours pain killers ridiculous 35 degrees heat once scans saw case moving thinkingok ive different set circumstances within days arriving ireland air ambulance doctors athens wanted operate jamies immediately insisted delaying surgery until arrived home something relieved greek doctors inch titanium rods either side spinal cord through vertebrae fused lower never able race again putting lot pressure agree surgery mater dublin possible heal totally naturally giving chance competition important mater absolutely fantastic jamie wear body cast half months accident spent flat progressed crutches weeks until finally able walk unaided january walking without crutches seemed something finally measurable terms recovery physio sessions johnston mcevoy limerick vital part recovery johnston uses advanced type acupuncture effective needles right close spine half inch needle went yesterday fairly incapacitated today result jamie travelled receive treatment polish training centre spala trained triple olympic champion robert korzeniowski past years fortnight earlier month underwent fair extreme treatment called cryotherapy basically theres small room cooled liquid nitrogen minus 160 degrees centigrade promotes deep healing jamie heads poland again sunday having daily cryotherapy addition twicedaily physio sessions poolwork these sessions small steps jamie hopes return racing 2006 trying mobility lying half months didnt help strength theres lot work involved recovery doing hours day physio pool work gym lift light weights try build muscles fairly full everything id hope training regularly march training part process getting moment every bit movement whole pelvic area lower tightens case waiting seeing reacts hopefully months wont tighten
1406,sport,mark lewisfrancis stepped preparations season taking advice british sprint icon linford christie 22yearold set compete sheffield weekend maurice greene kim collins birmingham 18 february training wales getting advice linford christie broadening mind lewisfrancis sprinter shed weight winning relay gold athens games 91kg am 869kg hopefully times brought eating right foods cutting snacks discipline focused am doing am keeping weights work improvement running playing part britains successful 4x100m relay team lewisfrancis feels frustration missing individual 100m final 2004 olympics heartbreaking semifinal personal level achievement patient build olympics goal whatever geared making final
1407,sport,wayne rooney winning return everton manchester united cruised fa cup quarterfinals rooney received hostile reception goals each half quinton fortune cristiano ronaldo silenced jeers goodison park fortune headed home 23 minutes ronaldo scored nigel martyn parried paul scholes freekick marcus bent missed evertons chance roy carroll later struck missile saved feet rooneys return always potential flashpoint involved angry exchange spectator kickoff rooneys every touch met deafening chorus jeers crowd once idolised 19yearold everton started brightly fortune needed alert scramble away header bent near goalline cue united complete control supreme passing display goodison park pitch cutting fortune gave united lead 23 minutes rising meet ronaldos cross eight yards portuguese youngster allowed space hapless gary naysmith united dominated without creating clearcut chances almost paid price making domination minutes halftime mikel arteta played superb ball area bent played onside gabriel heintze hesitated carroll plunged fee save united almost doubled lead 48 minutes ronaldos low drive 25 yards deflection tony hibbert martyn dived save brilliantly martyn evertons rescue minutes later rooneys moment almost arrived raced clean through once again veteran keeper outstanding form nothing martyn united doubled lead 57 minutes doubled advantage scholes freekick deflection martyn parry ball ronaldo reacted score easily evertons problems worsened james mcfadden limped injury further trouble ahead everton goalkeeper carroll required treatment struck head missile thrown behind goal rooneys desperate search goal return everton halted again martyn injurytime outpaced stubbs once again martyn denied england striker manchester united coach sir alex ferguson fantastic performance fairness think everton missed couple players young players boy ronaldo fantastic player hes persistent never gives fouls gets wants ball again hes truly fabulous player everton martyn hibbert yobo stubbs naysmith osman carsley arteta kilbane mcfadden bent subs wright pistone weir plessis vaughan manchester united carroll gary neville brown ferdinand heinze ronaldo phil neville keane scholes fortune rooney subs howard giggs smith miller spector referee r styles hampshire
1408,sport,manchester united striker ruud van nistelrooy comeback achilles tendon injury fa cup fifth round tie everton saturday action nearly months targeted return champions league tie ac milan 23 february manchester united manager sir alex ferguson hinted early chance involved everton comes through training 28yearold training holland ferguson ruud comes tuesday need assess far training doing holland perfect am satisfied without van nistelrooy united 13 wins 15 league games 20 derby victory manchester city sunday boosted return dutch international clubs top scorer season 12 goals played aggravating injury 30 win west brom 27 november ferguson unhappy van nistelrooy revealing carrying injury united hit injuries both alan smith louis saha van nistelrooys absence meaning wayne rooney sometimes play lone role front teenager responded goals nine games goal city sunday
1409,sport,everton manager david moyes discipline striker james beattie headbutt chelsea defender william gallas scot initially defended beattie whose dismissal everton foot game ultimately lost saying gallas overreacted rethink looking video evidence again believe set record straight conceding dismissal right correct moyes comments saturday immediately final whistle point opportunity quick rerun incident club website reported beattie seemed unrepentant saturdays match insisting gallas stayed lot longer headbutted apologised moyes continued although incident totally character james never suspended career actions unacceptable detrimental effect teammates james issue formal apology myself teammates everton supporters immediately game right thing done subjected normal club discipline competitive player fair player upset happened however must believe chelsea player question easily speaking immediately game moyes think sendingoff centrehalf ashamed gone easily years john terry gone never heard anybody butting somebody behind running happened strong centrehalves thought push initially think sendingoff angry beattie initially gallas stayed lot longer headbutted tell wasnt intentional headbutt chasing ball corner william gallas looking shoulder blocking stopping running myself youre stay ill straight heads barely touched wasnt intentional headbutt
1411,sport,scotland manager walter smith given backing reinstatement home international series plan proposed chief executive northern irish fa howard wells meeting home countries english fa expressed doubt whether fixtures accommodated end each season smith bringing add meaning friendly games thats something thats needed home international series done away 1984 traditional scotlandengland fixture continuing until 1989 game smith delighted reinstated scotland v england match highlight end season italy friendly russia seven substitutions 20000 fans turned watch england criticised 00 draw holland scotland slammed past poor results friendlies performance friendly games demotivating dangerous road players apply themselves manner support return home internationals problem fitting fixture schedule
1412,sport,ahmed mido hossam apology egyptian attempt rejoin national team 21yearold news conference cairo sunday sorry problems led exclusion pharaohs july mido isnt today specially england egypt rejoin national team apologise mistakes mido axed former coach marco tardelli failing answer national callup claiming groin injury played friendly club roma within 24 hours world cup qualifying match home cameroon september mido right give orders play always sure nationals teams matches top priority feel national players playing spirit saw play belgium egypt won 40 wednesday simply add success confess rude egyptian press times gained experience never anywhere without presss support international stars david beckham zinedine zidane press opposing fact press times overreact happens meanwhile egypt fa spokesman methat shalaby welcomed apology exerted pressure mido apologise midos apology today does negatively affect mido anyway contrary makes bigger star role model football players shalaby shalaby earlier apology mido available national side coach hassan shehata chose mido joined tottenham 18month loan deal near end january transfer window scoring twice debut portsmouth
1413,sport,manchester united reduced chelseas premiership lead nine points scrappy victory manchester city wayne rooney met gary nevilles cross near post low shot went via deflection richard dunne united ahead seven minutes later unfortunate dunne hooked volley david james head own net steve mcmanaman wasted citys chance shot wide yards half opening 45 minutes united looked unlikely earn win needed maintain chance catching chelsea title race approach play laboured patient managed fashion chance paul scholes header bar city seemed content sit try hit rivals break game settled tepid pattern shaun wrightphillips appeared capable interrupting monotony looking lively right causing gabriel heinze problems wes brown found wrightphillips difficult opponent tricky winger embarrassed near touchline wrightphillips sublime skill pace past brown delivered pinpoint centre feet mcmanaman former liverpool player demonstrated why never scored united sidefooting easy chance wide john oshea forced earlier clash sylvain distin cristiano ronaldo replace immediately caused ben thatcher discomfort looked set inject muchneeded pace united attack rooney marshalled dunne change break united poured forward renewed urgency play neville delivered cross carbon copy citys firsthalf chance rooney showed mcmanaman needed help dunnes leg worse dunne having fine match 75 minutes scored horrible own goal attempting volley clear rooneys cross united seemed home dry however city fight fowler missed chance close range united keeper roy carroll saved kiki musampa united late substitute ryan giggs hit post manchester city boss kevin keegan chance lead goal always crucial started tempo allowed dictate pace bit chances wed gone 20 mcmanaman missed similar wayne rooney scored manchester united boss sir alex ferguson wasnt performance months think deserved winners times especially half didnt play enough speed cristiano ronaldo ryan giggs speed improved derby games scrappy dull horrible maybe man city james mills bradley wrightphillips 83 dunne distin thatcher shaun wrightphillips barton macken 68 sibierski mcmanaman musampa fowler subs weaver onuoha flood booked fowler sibierski man utd carroll gary neville ferdinand brown heinze oshea ronaldo 33 keane fortune fletcher giggs 64 rooney scholes phil neville 84 subs howard bellion booked rooney scholes keane goals rooney 68 dunne 75 og att 47111 ref s bennett kent
1414,sport,steven gerrard admitted liverpool little chance winning champions league season 24yearold reds skipper spoke ahead tuesdays leg home bayer leverkusen 16 miss through suspension lets realistic fantastic teams left champions league bbc radio live try stay long possible realise maybe gerrard secret desire involved europes premier club competition season described qualification champions league end rumours persist leave anfield reds fail secure place competition consistently linked away liverpool chelsea favourites snap england midfielder blues boss jose mourinho backed gerrards view rafael benitezs team struggle progress season rafa front build better team maybe hes little bit behind right bbc radio live gerrard fired liverpool 16 seasons competition brilliant goal decembers win olympiakos insisted fully focused helping liverpool glory season reds currently fifth premiership table points crucial fourth spot brings champions league qualification face chelsea sundays carling cup final couple months liverpool fighting fourth spot champions league season involved cup competitions important confident upset chelsea carling cup final eight champions league financially club personally myself
